Connecting to host 10.0.0.2, port 5201
[ 24] local 10.0.0.1 port 46110 connected to 10.0.0.2 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[ 24]   0.00-1.71   sec  82.0 KBytes   393 Kbits/sec    1   14.1 KBytes       
[ 24]  35.00-36.00  sec   445 KBytes  3.65 Mbits/sec    0    328 KBytes       
[ 24]  36.00-37.00  sec   318 KBytes  2.61 Mbits/sec    0    344 KBytes       
[ 24]  37.00-38.00  sec  0.00 Bytes  0.00 bits/sec    0    344 KBytes       
[ 24]  38.00-39.00  sec   318 KBytes  2.61 Mbits/sec    0    349 KBytes       
[ 24]  39.00-40.00  sec  0.00 Bytes  0.00 bits/sec    0    349 KBytes       
[ 24]  40.00-41.00  sec   318 KBytes  2.60 Mbits/sec    0    363 KBytes       
[ 24]  41.00-42.00  sec  63.6 KBytes   522 Kbits/sec    0    375 KBytes       
[ 24]  42.00-43.00  sec   318 KBytes  2.61 Mbits/sec    0    404 KBytes       
[ 24]  43.00-44.00  sec  63.6 KBytes   522 Kbits/sec    0    427 KBytes       
[ 24]  44.00-45.00  sec   700 KBytes  5.74 Mbits/sec    5    484 KBytes       
[ 24]  45.00-46.00  sec  0.00 Bytes  0.00 bits/sec    0    477 KBytes       
[ 24]  46.00-47.00  sec  0.00 Bytes  0.00 bits/sec   55    346 KBytes       
[ 24]  47.00-48.00  sec  0.00 Bytes  0.00 bits/sec    0    346 KBytes       
[ 24]  48.00-49.00  sec   700 KBytes  5.73 Mbits/sec    0    349 KBytes       
[ 24]  49.00-50.00  sec   445 KBytes  3.65 Mbits/sec    0    426 KBytes       
[ 24]  50.00-51.00  sec  63.6 KBytes   522 Kbits/sec    0    427 KBytes       
[ 24]  51.00-52.00  sec   382 KBytes  3.13 Mbits/sec    0    469 KBytes       
[ 24]  52.00-53.00  sec  0.00 Bytes  0.00 bits/sec    0    469 KBytes       
[ 24]  53.00-54.00  sec   445 KBytes  3.64 Mbits/sec    0    485 KBytes       
[ 24]  54.00-55.00  sec  0.00 Bytes  0.00 bits/sec    0    485 KBytes       
[ 24]  55.00-56.00  sec   509 KBytes  4.17 Mbits/sec    0    496 KBytes       
[ 24]  56.00-57.00  sec  0.00 Bytes  0.00 bits/sec    0    496 KBytes       
[ 24]  57.00-58.00  sec   636 KBytes  5.22 Mbits/sec    0    525 KBytes       
[ 24]  58.00-59.00  sec  0.00 Bytes  0.00 bits/sec    0    525 KBytes       
[ 24]  59.00-60.00  sec   954 KBytes  7.82 Mbits/sec    0    600 KBytes       
[ 24]  60.00-61.00  sec  0.00 Bytes  0.00 bits/sec    1    597 KBytes       
[ 24]  61.00-62.00  sec  0.00 Bytes  0.00 bits/sec    3    419 KBytes       
[ 24]  62.00-63.00  sec  0.00 Bytes  0.00 bits/sec    0    419 KBytes       
[ 24]  63.00-64.00  sec  1018 KBytes  8.34 Mbits/sec    0    486 KBytes       
[ 24]  64.00-65.00  sec  0.00 Bytes  0.00 bits/sec    0    488 KBytes       
[ 24]  65.00-66.00  sec   509 KBytes  4.17 Mbits/sec    0    549 KBytes       
[ 24]  66.00-67.00  sec  0.00 Bytes  0.00 bits/sec    0    551 KBytes       
[ 24]  67.00-68.00  sec   509 KBytes  4.17 Mbits/sec    0    581 KBytes       
[ 24]  68.00-69.00  sec  63.6 KBytes   521 Kbits/sec    0    583 KBytes       
[ 24]  69.00-70.00  sec   509 KBytes  4.17 Mbits/sec    0    592 KBytes       
[ 24]  70.00-71.00  sec  63.6 KBytes   521 Kbits/sec    0    594 KBytes       
[ 24]  71.00-72.00  sec   573 KBytes  4.69 Mbits/sec    0    607 KBytes       
[ 24]  72.00-73.00  sec  63.6 KBytes   521 Kbits/sec    0    609 KBytes       
[ 24]  73.00-74.00  sec   764 KBytes  6.26 Mbits/sec    0    645 KBytes       
[ 24]  74.00-75.00  sec  63.6 KBytes   521 Kbits/sec    0    653 KBytes       
[ 24]  75.00-76.00  sec  1.06 MBytes  8.86 Mbits/sec    0    735 KBytes       
[ 24]  76.00-77.00  sec  0.00 Bytes  0.00 bits/sec    0    740 KBytes       
[ 24]  77.00-78.00  sec  1.25 MBytes  10.5 Mbits/sec    0    911 KBytes       
[ 24]  78.00-79.00  sec   438 KBytes  3.59 Mbits/sec    0    919 KBytes       
[ 24]  79.00-80.00  sec  1.25 MBytes  10.5 Mbits/sec    0   1.15 MBytes       
[ 24]  80.00-81.00  sec  1.24 MBytes  10.4 Mbits/sec    4   1.18 MBytes       
[ 24]  81.00-82.00  sec  0.00 Bytes  0.00 bits/sec    8   1.01 MBytes       
[ 24]  82.00-83.00  sec  63.6 KBytes   521 Kbits/sec  113    851 KBytes       
[ 24]  83.00-84.00  sec   573 KBytes  4.69 Mbits/sec    1    851 KBytes       
[ 24]  84.00-85.00  sec  1.06 MBytes  8.86 Mbits/sec    0    853 KBytes       
[ 24]  85.00-86.00  sec   891 KBytes  7.31 Mbits/sec    0    966 KBytes       
[ 24]  86.00-87.00  sec   255 KBytes  2.08 Mbits/sec    0    990 KBytes       
[ 24]  87.00-88.00  sec   636 KBytes  5.21 Mbits/sec    0   1.05 MBytes       
[ 24]  88.00-89.00  sec   318 KBytes  2.60 Mbits/sec    0   1.08 MBytes       
[ 24]  89.00-89.00  sec  0.00 Bytes  0.00 bits/sec    0   1.08 MBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[ 24]   0.00-89.00  sec  25.2 MBytes  2.38 Mbits/sec  255             sender
[ 24]   0.00-89.00  sec  19.7 MBytes  1.85 Mbits/sec                  receiver

iperf Done.
