agent, num_iperfs, port_number, original_size, transferred, received, retries, flow_completion_time, bandwidth, iter
B,2,46112,50M,51.1,45.8,1068.0,73.0,5.87
B,2,46112,50M,51.2,44.4,2490.0,65.0,6.6
B,2,46112,50M,50.5,44.3,2409.0,88.0,4.82
B,2,46110,50M,50.4,39.0,1449.0,54.0,7.82
B,2,46110,50M,50.5,43.3,1357.0,87.0,4.87
B,2,46110,50M,50.3,43.6,3011.0,49.5,8.52
B,2,46110,50M,50.3,44.0,670.0,84.0,5.03
B,2,46110,50M,50.1,46.3,570.0,85.0,4.95
B,2,46112,100M,100.0,88.3,3590.0,104.0,8.07
B,2,46110,100M,100.0,87.7,834.0,103.01,8.16
B,2,46112,100M,100.0,91.2,699.0,147.0,5.72
B,2,46110,100M,101.0,87.1,4352.0,97.0,8.7
B,2,46110,100M,101.0,89.3,3223.0,110.0,7.67
B,2,46112,100M,101.0,88.1,3409.0,151.0,5.61
B,2,46112,100M,100.0,85.9,3380.0,101.0,8.31
B,2,46110,100M,101.0,90.6,930.0,154.0,5.48
B,2,46110,100M,100.0,93.3,1373.0,133.98,6.28
B,2,46112,100M,100.0,88.8,1183.0,122.0,6.9
B,2,46112,200M,200.0,186.0,19841.0,344.0,4.88
B,2,46110,200M,200.0,186.0,8908.0,245.0,6.85
B,2,46112,200M,200.0,189.0,16009.0,363.0,4.63
B,2,46110,200M,201.0,191.0,16488.0,426.0,3.95
B,2,46110,200M,200.0,185.0,17989.0,215.0,7.8
B,2,46112,200M,201.0,192.0,22021.0,294.0,5.74
B,2,46112,200M,201.0,190.0,19231.0,381.0,4.42
B,2,46110,200M,201.0,190.0,14235.0,349.68,4.82
B,2,46110,200M,200.0,185.0,13000.0,240.0,7.0
B,2,46112,200M,201.0,193.0,21634.0,360.41,4.67
B,2,46112,500M,501.0,488.0,32510.0,700.0,6.01
B,2,46110,500M,500.0,487.0,36865.0,717.0,5.85
B,2,46110,500M,501.0,489.0,47792.0,1059.0,3.97
B,2,46112,500M,500.0,492.0,51357.0,660.08,6.36
B,2,46112,500M,500.0,488.0,56234.0,924.0,4.54
B,2,46110,500M,500.0,485.0,36812.0,768.0,5.46
B,2,46110,500M,500.0,488.0,42831.0,598.0,7.02
B,2,46112,500M,501.0,488.0,42760.0,847.0,4.96
B,2,46112,500M,501.0,488.0,40082.0,771.0,5.45
B,2,46110,500M,501.0,492.0,35433.0,679.65,6.18
B,4,46114,10M,10.5,9.26,196.0,54.0,1.63
B,4,46114,10M,10.4,8.07,304.0,88.0,0.9658203125
B,4,46114,10M,10.2,7.52,136.0,24.0,3.56
B,4,46114,10M,10.4,8.15,85.0,23.0,3.8
B,4,46114,10M,10.1,6.32,153.0,34.0,2.49
B,4,46112,10M,10.4,7.24,148.0,20.0,4.37
B,4,46112,10M,10.0,6.99,230.0,35.0,2.4
B,4,46112,10M,10.1,8.84,633.0,69.0,1.23
B,4,46112,10M,10.5,7.06,191.0,20.0,4.42
B,4,46112,10M,10.5,9.05,256.0,49.69,1.78
B,4,46110,10M,10.5,9.55,350.0,29.72,2.96
B,4,46110,10M,10.2,7.6,132.0,22.0,3.9
B,4,46110,10M,10.1,6.84,14.0,14.0,6.07
B,4,46110,10M,10.2,8.17,283.0,24.0,3.58
B,4,46110,10M,10.3,8.06,186.0,34.0,2.54
