Step; State; Reward
3794; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3795; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3796; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3797; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3798; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3799; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3800; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3801; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3802; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3803; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3804; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3805; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3806; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3807; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3808; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3809; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3810; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3811; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3812; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3813; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3814; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3815; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3816; [[0.12445 7.36    0.      0.12445 0.      0.      5.555   5.547   0.1255
  5.547   5.547   0.      0.      0.      0.      0.     ]]; [0.]
3817; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3818; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3819; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3820; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3821; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3822; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3823; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3824; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3825; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3826; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3827; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3828; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3829; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3830; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3831; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3832; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3833; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3834; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3835; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3836; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3837; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3838; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3839; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3840; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3841; [[2.588e-01 6.176e+00 1.431e-04 2.554e-01 1.431e-04 3.014e-04 5.730e+00
  5.746e+00 2.576e-01 5.746e+00 5.746e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
3842; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3843; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3844; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3845; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3846; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3847; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3848; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3849; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3850; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3851; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3852; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3853; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3854; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3855; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3856; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3857; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3858; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3859; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3860; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3861; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3862; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3863; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3864; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3865; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3866; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3867; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3868; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3869; [[0.2896 4.98   0.     0.2866 0.     0.     4.562  4.684  0.285  4.684
  4.684  0.     0.     0.     0.     0.    ]]; [0.]
3870; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3871; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3872; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3873; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3874; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3875; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3876; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3877; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3878; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3879; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3880; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3881; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3882; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3883; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3884; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3885; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3886; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3887; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3888; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3889; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3890; [[0.2576 3.035  0.     0.2627 0.     0.     4.66   4.547  0.259  4.547
  4.547  0.     0.     0.     0.     0.    ]]; [0.]
3891; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3892; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3893; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3894; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3895; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3896; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3897; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3898; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3899; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3900; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3901; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3902; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3903; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3904; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3905; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3906; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3907; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3908; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3909; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3910; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3911; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3912; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3913; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3914; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3915; [[1.392e-01 7.582e+00 1.431e-04 1.368e-01 1.431e-04 1.431e-04 6.008e+00
  5.789e+00 1.381e-01 5.789e+00 5.789e+00 3.014e-04 3.014e-04 1.431e-04
  3.014e-04 1.431e-04]]; [0.]
3916; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3917; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3918; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3919; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3920; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3921; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3922; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3923; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3924; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3925; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3926; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3927; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3928; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3929; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3930; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3931; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3932; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3933; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3934; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3935; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3936; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3937; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3938; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3939; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3940; [[0.0977  5.566   0.      0.09753 0.      0.      4.63    4.61    0.09644
  4.61    4.61    0.      0.      0.      0.      0.     ]]; [0.]
3941; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3942; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3943; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3944; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3945; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3946; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
3947; [[0.2373 6.1    0.     0.2333 0.     0.     5.89   5.883  0.2378 5.883
  5.883  0.     0.     0.     0.     0.    ]]; [0.]
