switch_id0,eth_dst0,eth_src0,eth_type0,ipv4_src0,ipv4_dst0,in_port0,packet_count0,byte_count0,duration_sec0,idle_timeout_s0,hard_timeout_s0,priority0,switch_id1,eth_dst1,eth_src1,eth_type1,ipv4_src1,ipv4_dst1,in_port1,packet_count1,byte_count1,duration_sec1,idle_timeout_s1,hard_timeout_s1,priority1,switch_id2,eth_dst2,eth_src2,eth_type2,ipv4_src2,ipv4_dst2,in_port2,packet_count2,byte_count2,duration_sec2,idle_timeout_s2,hard_timeout_s2,priority2,switch_id3,eth_dst3,eth_src3,eth_type3,ipv4_src3,ipv4_dst3,in_port3,packet_count3,byte_count3,duration_sec3,idle_timeout_s3,hard_timeout_s3,priority3,switch_id4,eth_dst4,eth_src4,eth_type4,ipv4_src4,ipv4_dst4,in_port4,packet_count4,byte_count4,duration_sec4,idle_timeout_s4,hard_timeout_s4,priority4,switch_id5,eth_dst5,eth_src5,eth_type5,ipv4_src5,ipv4_dst5,in_port5,packet_count5,byte_count5,duration_sec5,idle_timeout_s5,hard_timeout_s5,priority5,switch_id6,eth_dst6,eth_src6,eth_type6,ipv4_src6,ipv4_dst6,in_port6,packet_count6,byte_count6,duration_sec6,idle_timeout_s6,hard_timeout_s6,priority6,switch_id7,eth_dst7,eth_src7,eth_type7,ipv4_src7,ipv4_dst7,in_port7,packet_count7,byte_count7,duration_sec7,idle_timeout_s7,hard_timeout_s7,priority7,switch_id8,eth_dst8,eth_src8,eth_type8,ipv4_src8,ipv4_dst8,in_port8,packet_count8,byte_count8,duration_sec8,idle_timeout_s8,hard_timeout_s8,priority8,switch_id9,eth_dst9,eth_src9,eth_type9,ipv4_src9,ipv4_dst9,in_port9,packet_count9,byte_count9,duration_sec9,idle_timeout_s9,hard_timeout_s9,priority9,switch_id10,eth_dst10,eth_src10,eth_type10,ipv4_src10,ipv4_dst10,in_port10,packet_count10,byte_count10,duration_sec10,idle_timeout_s10,hard_timeout_s10,priority10,switch_id11,eth_dst11,eth_src11,eth_type11,ipv4_src11,ipv4_dst11,in_port11,packet_count11,byte_count11,duration_sec11,idle_timeout_s11,hard_timeout_s11,priority11,switch_id12,eth_dst12,eth_src12,eth_type12,ipv4_src12,ipv4_dst12,in_port12,packet_count12,byte_count12,duration_sec12,idle_timeout_s12,hard_timeout_s12,priority12,switch_id13,eth_dst13,eth_src13,eth_type13,ipv4_src13,ipv4_dst13,in_port13,packet_count13,byte_count13,duration_sec13,idle_timeout_s13,hard_timeout_s13,priority13,switch_id14,eth_dst14,eth_src14,eth_type14,ipv4_src14,ipv4_dst14,in_port14,packet_count14,byte_count14,duration_sec14,idle_timeout_s14,hard_timeout_s14,priority14
1,3,1,800,1,3,1,54118,3086876828,2,5,0,1,2,3,1,800,1,3,2,122401,6986157442,4,5,0,1,1,3,1,800,1,3,1,122400,6986157368,4,5,0,1,2,3,1,800,1,3,2,191927,10957329302,6,5,0,1,1,3,1,800,1,3,1,191926,10957329228,6,5,0,1,2,3,1,800,1,3,2,257342,14694298196,8,5,0,1,1,3,1,800,1,3,1,257341,14694298122,8,5,0,1,2,3,1,800,1,3,2,324842,18549126788,10,5,0,1,1,3,1,800,1,3,1,324841,18549126714,10,5,0,1,2,3,1,800,1,3,2,391234,22340994788,12,5,0,1,1,3,1,800,1,3,1,391233,22340994714,12,5,0,1,2,3,1,800,1,3,2,459795,26256789358,14,5,0,1,1,3,1,800,1,3,1,459794,26256789284,14,5,0,1,2,3,1,800,1,3,2,528893,30203228642,16,5,0,1,1,3,1,800,1,3,1,528892,30203228568,16,5,0,1
1,1,2,800,2,1,3,74677,4264861498,1,5,0,1,6,1,2,800,2,1,1,74676,4264861424,1,5,0,1,5,1,2,800,2,1,5,185356,10582631712,3,5,0,1,1,1,2,800,2,1,3,185356,10582631712,3,5,0,1,6,1,2,800,2,1,1,185355,10582631638,3,5,0,1,5,1,2,800,2,1,5,288966,16498325020,5,5,0,1,1,1,2,800,2,1,3,288966,16498325020,5,5,0,1,6,1,2,800,2,1,1,288965,16498324946,5,5,0,1,5,1,2,800,2,1,5,376832,21516549936,7,5,0,1,1,1,2,800,2,1,3,376832,21516549936,7,5,0,1,6,1,2,800,2,1,1,376831,21516549862,7,5,0,1,5,1,2,800,2,1,5,488485,27893638042,9,5,0,1,1,1,2,800,2,1,3,488485,27893638042,9,5,0,1,6,1,2,800,2,1,1,488484,27893637968,9,5,0,1,5,1,2,800,2,1,5,602316,34391685144,11,5,0,1
6,2,1,800,1,2,3,2469487,140991500782,51,5,0,1,5,2,1,800,1,2,2,2568481,146643805754,53,5,0,1,1,2,1,800,1,2,1,2568480,146643805680,53,5,0,1,6,2,1,800,1,2,3,2568481,146643805754,53,5,0,1,5,2,1,800,1,2,2,2661251,151939681086,55,5,0,1,1,2,1,800,1,2,1,2661250,151939681012,55,5,0,1,6,2,1,800,1,2,3,2661251,151939681086,55,5,0,1,5,2,1,800,1,2,2,2760590,157611184148,57,5,0,1,1,2,1,800,1,2,1,2760589,157611184074,57,5,0,1,6,2,1,800,1,2,3,2760590,157611184148,57,5,0,1,5,2,1,800,1,2,2,2862152,163409405144,59,5,0,1,1,2,1,800,1,2,1,2862151,163409405070,59,5,0,1,6,2,1,800,1,2,3,2862152,163409405144,59,5,0,1,5,2,1,800,1,2,2,2956583,168802351078,61,5,0,1,1,2,1,800,1,2,1,2956582,168802351004,61,5,0,1
2,4,3,800,3,4,1,12281,701529514,1,5,0,1,3,4,3,800,3,4,2,12282,701529588,1,5,0,1,4,4,3,800,3,4,2,75024,4284949904,3,5,0,1,2,4,3,800,3,4,1,75023,4284949830,3,5,0,1,3,4,3,800,3,4,2,75024,4284949904,3,5,0,1,4,4,3,800,3,4,2,138520,7911059240,5,5,0,1,2,4,3,800,3,4,1,138519,7911059166,5,5,0,1,3,4,3,800,3,4,2,138520,7911059240,5,5,0,1,4,4,3,800,3,4,2,201672,11518017480,7,5,0,1,2,4,3,800,3,4,1,201671,11518017406,7,5,0,1,3,4,3,800,3,4,2,201672,11518017480,7,5,0,1,4,4,3,800,3,4,2,265371,15155673534,9,5,0,1,2,4,3,800,3,4,1,265370,15155673460,9,5,0,1,3,4,3,800,3,4,2,265371,15155673534,9,5,0,1,4,4,3,800,3,4,2,329653,18827418098,11,5,0,1
1,2,1,800,1,2,1,25098,1428603756,0,5,0,1,6,2,1,800,1,2,3,25099,1428603830,0,5,0,1,5,2,1,800,1,2,2,137778,7860962500,2,5,0,1,1,2,1,800,1,2,1,137777,7860962426,2,5,0,1,6,2,1,800,1,2,3,137778,7860962500,2,5,0,1,5,2,1,800,1,2,2,251890,14375498516,4,5,0,1,1,2,1,800,1,2,1,251889,14375498442,4,5,0,1,6,2,1,800,1,2,3,251890,14375498516,4,5,0,1,5,2,1,800,1,2,2,367078,20951542484,7,5,0,1,1,2,1,800,1,2,1,367077,20951542410,7,5,0,1,6,2,1,800,1,2,3,367078,20951542484,7,5,0,1,5,2,1,800,1,2,2,482986,27568159324,9,5,0,1,1,2,1,800,1,2,1,482985,27568159250,9,5,0,1,6,2,1,800,1,2,3,482986,27568159324,9,5,0,1,5,2,1,800,1,2,2,600399,34270866590,11,5,0,1
1,3,1,800,1,3,1,32448,1516284584,1,5,0,1,2,3,1,800,1,3,2,98186,4552843700,3,5,0,1,1,3,1,800,1,3,1,98185,4552843626,3,5,0,1,2,3,1,800,1,3,2,164619,8023064110,5,5,0,1,1,3,1,800,1,3,1,164618,8023064036,5,5,0,1,2,3,1,800,1,3,2,232340,11890558864,7,5,0,1,1,3,1,800,1,3,1,232339,11890558790,7,5,0,1,2,3,1,800,1,3,2,299527,15729840118,9,5,0,1,1,3,1,800,1,3,1,299526,15729840044,9,5,0,1,2,3,1,800,1,3,2,367816,19629220488,11,5,0,1,1,3,1,800,1,3,1,367815,19629220414,11,5,0,1,2,3,1,800,1,3,2,435155,23475307574,13,5,0,1,1,3,1,800,1,3,1,435154,23475307500,13,5,0,1,2,3,1,800,1,3,2,501533,27267108930,15,5,0,1,1,3,1,800,1,3,1,501532,27267108856,15,5,0,1
1,1,2,800,2,1,3,64022,3654787524,1,5,0,1,6,1,2,800,2,1,1,64021,3654787450,1,5,0,1,5,1,2,800,2,1,5,177223,10117199126,3,5,0,1,1,1,2,800,2,1,3,177223,10117199126,3,5,0,1,6,1,2,800,2,1,1,177222,10117199052,3,5,0,1,5,1,2,800,2,1,5,286942,16380649420,5,5,0,1,1,1,2,800,2,1,3,286942,16380649420,5,5,0,1,6,1,2,800,2,1,1,286941,16380649346,5,5,0,1,5,1,2,800,2,1,5,376606,21499692508,7,5,0,1,1,1,2,800,2,1,3,376606,21499692508,7,5,0,1,6,1,2,800,2,1,1,376605,21499692434,7,5,0,1,5,1,2,800,2,1,5,376606,21499692508,9,5,0,1,1,1,2,800,2,1,3,376606,21499692508,9,5,0,1,6,1,2,800,2,1,1,376605,21499692434,9,5,0,1,5,1,2,800,2,1,5,376606,21499692508,11,5,0,1
1,1,3,800,3,1,2,2,140,0,5,0,1,2,1,3,800,3,1,1,114783,6547662590,2,5,0,1,1,1,3,800,3,1,2,114784,6547662664,2,5,0,1,2,1,3,800,3,1,1,229969,13123586586,4,5,0,1,1,1,3,800,3,1,2,229970,13123586660,4,5,0,1,2,1,3,800,3,1,1,347141,19812105546,6,5,0,1,1,1,3,800,3,1,2,347142,19812105620,6,5,0,1,2,1,3,800,3,1,1,460929,26307523810,8,5,0,1,1,1,3,800,3,1,2,460930,26307523884,8,5,0,1,2,1,3,800,3,1,1,578838,33038775244,10,5,0,1,1,1,3,800,3,1,2,578839,33038775318,10,5,0,1,2,1,3,800,3,1,1,697065,39788108802,12,5,0,1,1,1,3,800,3,1,2,697066,39788108876,12,5,0,1,2,1,3,800,3,1,1,813793,46451928314,14,5,0,1,1,1,3,800,3,1,2,813794,46451928388,14,5,0,1
1,1,2,800,2,1,3,93890,5359059268,2,5,0,1,6,1,2,800,2,1,1,93889,5359059194,2,5,0,1,5,1,2,800,2,1,5,205421,11726094146,4,5,0,1,1,1,2,800,2,1,3,205421,11726094146,4,5,0,1,6,1,2,800,2,1,1,205420,11726094072,4,5,0,1,5,1,2,800,2,1,5,305002,17411916732,6,5,0,1,1,1,2,800,2,1,3,305002,17411916732,6,5,0,1,6,1,2,800,2,1,1,305001,17411916658,6,5,0,1,5,1,2,800,2,1,5,391954,22376857996,8,5,0,1,1,1,2,800,2,1,3,391954,22376857996,8,5,0,1,6,1,2,800,2,1,1,391953,22376857922,8,5,0,1,5,1,2,800,2,1,5,501292,28618257304,10,5,0,1,1,1,2,800,2,1,3,501292,28618257304,10,5,0,1,6,1,2,800,2,1,1,501291,28618257230,10,5,0,1,5,1,2,800,2,1,5,612794,34983668596,12,5,0,1
2,1,3,800,3,1,1,19282597,1100784279202,336,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,3,800,3,4,2,9317732,532223260672,293,5,0,1,4,4,3,800,3,4,2,9382269,535908685170,295,5,0,1,2,4,3,800,3,4,1,9382268,535908685096,295,5,0,1,3,4,3,800,3,4,2,9382269,535908685170,295,5,0,1,4,4,3,800,3,4,2,9445880,539542001464,297,5,0,1,2,4,3,800,3,4,1,9445879,539542001390,297,5,0,1,3,4,3,800,3,4,2,9445880,539542001464,297,5,0,1,4,4,3,800,3,4,2,9511080,543265776472,299,5,0,1,2,4,3,800,3,4,1,9511079,543265776398,299,5,0,1,3,4,3,800,3,4,2,9511080,543265776472,299,5,0,1,4,4,3,800,3,4,2,9577019,547032392998,301,5,0,1,2,4,3,800,3,4,1,9577018,547032392924,301,5,0,1,3,4,3,800,3,4,2,9577019,547032392998,301,5,0,1,4,4,3,800,3,4,2,9641632,550723114864,303,5,0,1,2,4,3,800,3,4,1,9641631,550723114790,303,5,0,1
1,3,1,800,1,3,1,41566,2372156588,1,5,0,1,2,3,1,800,1,3,2,107512,6138778240,3,5,0,1,1,3,1,800,1,3,1,107511,6138778166,3,5,0,1,2,3,1,800,1,3,2,174340,9956352088,5,5,0,1,1,3,1,800,1,3,1,174339,9956352014,5,5,0,1,2,3,1,800,1,3,2,240950,13760855020,7,5,0,1,1,3,1,800,1,3,1,240949,13760854946,7,5,0,1,2,3,1,800,1,3,2,308050,17593287284,9,5,0,1,1,3,1,800,1,3,1,308049,17593287210,9,5,0,1,2,3,1,800,1,3,2,375391,21440391886,11,5,0,1,1,3,1,800,1,3,1,375390,21440391812,11,5,0,1,2,3,1,800,1,3,2,443885,25351775770,13,5,0,1,1,3,1,800,1,3,1,443884,25351775696,13,5,0,1,2,3,1,800,1,3,2,513228,29312578320,15,5,0,1,1,3,1,800,1,3,1,513227,29312578246,15,5,0,1
1,1,3,800,3,1,2,69983,3993808654,1,5,0,1,2,1,3,800,3,1,1,188720,10772278752,3,5,0,1,1,1,3,800,3,1,2,188721,10772278826,3,5,0,1,2,1,3,800,3,1,1,302638,17275348916,5,5,0,1,1,1,3,800,3,1,2,302639,17275348990,5,5,0,1,2,1,3,800,3,1,1,416432,23771919592,7,5,0,1,1,1,3,800,3,1,2,416433,23771919666,7,5,0,1,2,1,3,800,3,1,1,531881,30362157362,9,5,0,1,1,1,3,800,3,1,2,531882,30362157436,9,5,0,1,2,1,3,800,3,1,1,649796,37093934504,11,5,0,1,1,1,3,800,3,1,2,649797,37093934578,11,5,0,1,2,1,3,800,3,1,1,758229,43284380090,13,5,0,1,1,1,3,800,3,1,2,758230,43284380164,13,5,0,1,2,1,3,800,3,1,1,876789,50052884882,16,5,0,1,1,1,3,800,3,1,2,876790,50052884956,16,5,0,1
1,3,1,800,1,3,1,1,66,0,5,0,1,2,3,1,800,1,3,2,63591,3625666134,2,5,0,1,1,3,1,800,1,3,1,63590,3625666060,2,5,0,1,2,3,1,800,1,3,2,176308,10060190744,4,5,0,1,1,3,1,800,1,3,1,176307,10060190670,4,5,0,1,2,3,1,800,1,3,2,291939,16661402454,6,5,0,1,1,3,1,800,1,3,1,291938,16661402380,6,5,0,1,2,3,1,800,1,3,2,406104,23178229896,8,5,0,1,1,3,1,800,1,3,1,406103,23178229822,8,5,0,1,2,3,1,800,1,3,2,517456,29534822872,10,5,0,1,1,3,1,800,1,3,1,517455,29534822798,10,5,0,1,2,3,1,800,1,3,2,623964,35615040152,12,5,0,1,1,3,1,800,1,3,1,623963,35615040078,12,5,0,1,2,3,1,800,1,3,2,674665,38525583402,14,5,0,1,1,3,1,800,1,3,1,674664,38525583328,14,5,0,1
2,1,3,800,3,1,1,2273727,129805876062,40,5,0,1,1,1,3,800,3,1,2,2273728,129805876136,40,5,0,1,2,1,3,800,3,1,1,2390558,136475740788,42,5,0,1,1,1,3,800,3,1,2,2390559,136475740862,42,5,0,1,2,1,3,800,3,1,1,2512476,143435174680,44,5,0,1,1,1,3,800,3,1,2,2512477,143435174754,44,5,0,1,2,1,3,800,3,1,1,2634179,150383080662,46,5,0,1,1,1,3,800,3,1,2,2634180,150383080736,46,5,0,1,2,1,3,800,3,1,1,2750596,157028743704,48,5,0,1,1,1,3,800,3,1,2,2750597,157028743778,48,5,0,1,2,1,3,800,3,1,1,2868792,163776506888,50,5,0,1,1,1,3,800,3,1,2,2868793,163776506962,50,5,0,1,2,1,3,800,3,1,1,2986410,170490795980,52,5,0,1,1,1,3,800,3,1,2,2986411,170490796054,52,5,0,1,2,1,3,800,3,1,1,3106205,177329488650,54,5,0,1
1,3,1,800,1,3,1,23221,1324175034,1,5,0,1,2,3,1,800,1,3,2,90200,5149500656,3,5,0,1,1,3,1,800,1,3,1,90199,5149500582,3,5,0,1,2,3,1,800,1,3,2,150879,8614935414,5,5,0,1,1,3,1,800,1,3,1,150878,8614935340,5,5,0,1,2,3,1,800,1,3,2,208156,11886229056,7,5,0,1,1,3,1,800,1,3,1,208155,11886228982,7,5,0,1,2,3,1,800,1,3,2,302820,17293451224,9,5,0,1,1,3,1,800,1,3,1,302819,17293451150,9,5,0,1,2,3,1,800,1,3,2,370181,21140600578,11,5,0,1,1,3,1,800,1,3,1,370180,21140600504,11,5,0,1,2,3,1,800,1,3,2,438849,25063461122,13,5,0,1,1,3,1,800,1,3,1,438848,25063461048,13,5,0,1,2,3,1,800,1,3,2,508223,29026446094,15,5,0,1,1,3,1,800,1,3,1,508222,29026446020,15,5,0,1
2,2,3,800,3,2,1,202,8965932,0,5,0,1,6,2,3,800,3,2,3,203,8966006,0,5,0,1,5,2,3,800,3,2,3,111787,6383531342,2,5,0,1,2,2,3,800,3,2,1,111786,6383531268,2,5,0,1,6,2,3,800,3,2,3,111787,6383531342,2,5,0,1,5,2,3,800,3,2,3,226439,12929423638,4,5,0,1,2,2,3,800,3,2,1,226438,12929423564,4,5,0,1,6,2,3,800,3,2,3,226439,12929423638,4,5,0,1,5,2,3,800,3,2,3,340873,19461609346,6,5,0,1,2,2,3,800,3,2,1,340872,19461609272,6,5,0,1,6,2,3,800,3,2,3,340873,19461609346,6,5,0,1,5,2,3,800,3,2,3,452402,25828064980,8,5,0,1,2,2,3,800,3,2,1,452401,25828064906,8,5,0,1,6,2,3,800,3,2,3,452402,25828064980,8,5,0,1,5,2,3,800,3,2,3,560756,32013557224,10,5,0,1
2,3,1,800,1,3,2,5646313,322495203890,171,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,2,800,2,1,5,9415070,537492306652,172,5,0,1,1,1,2,800,2,1,3,9415070,537492306652,172,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,2,800,2,1,1,9415069,537492306578,172,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,3,800,3,2,1,3012915,171997544254,61,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,3,800,3,2,1,5706681,322499188170,143,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,2,800,2,1,1,753037,42999373426,19,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,2,800,2,4,1,20787,1186984686,1,5,0,1,4,4,2,800,2,4,4,88613,5060466530,3,5,0,1,6,4,2,800,2,4,1,88612,5060466456,3,5,0,1,4,4,2,800,2,4,4,186119,10629415646,5,5,0,1,6,4,2,800,2,4,1,186118,10629415572,5,5,0,1,4,4,2,800,2,4,4,254110,14512749068,7,5,0,1,6,4,2,800,2,4,1,254109,14512748994,7,5,0,1,4,4,2,800,2,4,4,321967,18387960326,9,5,0,1,6,4,2,800,2,4,1,321966,18387960252,9,5,0,1,4,4,2,800,2,4,4,390671,22311951326,11,5,0,1,6,4,2,800,2,4,1,390670,22311951252,11,5,0,1,4,4,2,800,2,4,4,460814,26318233020,13,5,0,1,6,4,2,800,2,4,1,460813,26318232946,13,5,0,1,4,4,2,800,2,4,4,530478,30297034500,15,5,0,1,6,4,2,800,2,4,1,530477,30297034426,15,5,0,1
1,1,3,800,3,1,2,1506494,85998774556,30,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4,2,800,2,4,1,41009,2343320674,1,5,0,1,4,4,2,800,2,4,4,102212,5839605688,3,5,0,1,6,4,2,800,2,4,1,102211,5839605614,3,5,0,1,4,4,2,800,2,4,4,146691,8385423878,5,5,0,1,6,4,2,800,2,4,1,146690,8385423804,5,5,0,1,4,4,2,800,2,4,4,198489,11346880658,7,5,0,1,6,4,2,800,2,4,1,198488,11346880584,7,5,0,1,4,4,2,800,2,4,4,259983,14861075158,9,5,0,1,6,4,2,800,2,4,1,259982,14861075084,9,5,0,1,4,4,2,800,2,4,4,327538,18719219268,11,5,0,1,6,4,2,800,2,4,1,327537,18719219194,11,5,0,1,4,4,2,800,2,4,4,395486,22599347692,13,5,0,1,6,4,2,800,2,4,1,395485,22599347618,13,5,0,1,4,4,2,800,2,4,4,464510,26541985980,15,5,0,1,6,4,2,800,2,4,1,464509,26541985906,15,5,0,1
1,2,1,800,1,2,1,66618,3801728428,1,5,0,1,6,2,1,800,1,2,3,66619,3801728502,1,5,0,1,5,2,1,800,1,2,2,177121,10110108842,4,5,0,1,1,2,1,800,1,2,1,177120,10110108768,4,5,0,1,6,2,1,800,1,2,3,177121,10110108842,4,5,0,1,5,2,1,800,1,2,2,289396,16519372248,6,5,0,1,1,2,1,800,1,2,1,289395,16519372174,6,5,0,1,6,2,1,800,1,2,3,289396,16519372248,6,5,0,1,5,2,1,800,1,2,2,401999,22947852350,8,5,0,1,1,2,1,800,1,2,1,401998,22947852276,8,5,0,1,6,2,1,800,1,2,3,401999,22947852350,8,5,0,1,5,2,1,800,1,2,2,515392,29420718784,10,5,0,1,1,2,1,800,1,2,1,515391,29420718710,10,5,0,1,6,2,1,800,1,2,3,515392,29420718784,10,5,0,1,5,2,1,800,1,2,2,622082,35510839044,12,5,0,1
2,4,3,800,3,4,1,1,66,0,5,0,1,2,4,3,800,3,4,1,9410570,537492009644,297,5,0,1,3,4,3,800,3,4,2,9410571,537492009718,297,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,3,800,3,1,2,58785,3356826586,1,5,0,1,2,1,3,800,3,1,1,181291,10350294206,3,5,0,1,1,1,3,800,3,1,2,181292,10350294280,3,5,0,1,2,1,3,800,3,1,1,300801,17173624010,5,5,0,1,1,1,3,800,3,1,2,300802,17173624084,5,5,0,1,2,1,3,800,3,1,1,421099,24040888422,7,5,0,1,1,1,3,800,3,1,2,421100,24040888496,7,5,0,1,2,1,3,800,3,1,1,539237,30785353802,9,5,0,1,1,1,3,800,3,1,2,539238,30785353876,9,5,0,1,2,1,3,800,3,1,1,659483,37649323566,11,5,0,1,1,1,3,800,3,1,2,659484,37649323640,11,5,0,1,2,1,3,800,3,1,1,761710,43484828028,13,5,0,1,1,1,3,800,3,1,2,761711,43484828102,13,5,0,1,2,1,3,800,3,1,1,882394,50374601412,15,5,0,1,1,1,3,800,3,1,2,882395,50374601486,15,5,0,1
1,2,1,800,1,2,1,46524,2647339104,1,5,0,1,6,2,1,800,1,2,3,46525,2647339178,1,5,0,1,5,2,1,800,1,2,2,162282,9255810620,3,5,0,1,1,2,1,800,1,2,1,162281,9255810546,3,5,0,1,6,2,1,800,1,2,3,162282,9255810620,3,5,0,1,5,2,1,800,1,2,2,277625,15840554298,5,5,0,1,1,2,1,800,1,2,1,277624,15840554224,5,5,0,1,6,2,1,800,1,2,3,277625,15840554298,5,5,0,1,5,2,1,800,1,2,2,386422,22051288580,7,5,0,1,1,2,1,800,1,2,1,386421,22051288506,7,5,0,1,6,2,1,800,1,2,3,386422,22051288580,7,5,0,1,5,2,1,800,1,2,2,503316,28724403648,9,5,0,1,1,2,1,800,1,2,1,503315,28724403574,9,5,0,1,6,2,1,800,1,2,3,503316,28724403648,9,5,0,1,5,2,1,800,1,2,2,612587,34962587414,11,5,0,1
1,1,3,800,3,1,2,47612,2718878792,1,5,0,1,2,1,3,800,3,1,1,162170,9258799204,3,5,0,1,1,1,3,800,3,1,2,162171,9258799278,3,5,0,1,2,1,3,800,3,1,1,276989,15813388442,5,5,0,1,1,1,3,800,3,1,2,276990,15813388516,5,5,0,1,2,1,3,800,3,1,1,390054,22267633980,7,5,0,1,1,1,3,800,3,1,2,390055,22267634054,7,5,0,1,2,1,3,800,3,1,1,506257,28901252914,9,5,0,1,1,1,3,800,3,1,2,506258,28901252988,9,5,0,1,2,1,3,800,3,1,1,620073,35398831090,11,5,0,1,1,1,3,800,3,1,2,620074,35398831164,11,5,0,1,2,1,3,800,3,1,1,737421,42097734290,13,5,0,1,1,1,3,800,3,1,2,737422,42097734364,13,5,0,1,2,1,3,800,3,1,1,855223,48822454510,15,5,0,1,1,1,3,800,3,1,2,855224,48822454584,15,5,0,1
1,2,1,800,1,2,1,21433,1222224570,0,5,0,1,6,2,1,800,1,2,3,21434,1222224644,0,5,0,1,5,2,1,800,1,2,2,101038,5755002868,2,5,0,1,1,2,1,800,1,2,1,101037,5755002794,2,5,0,1,6,2,1,800,1,2,3,101038,5755002868,2,5,0,1,5,2,1,800,1,2,2,194127,11070579022,4,5,0,1,1,2,1,800,1,2,1,194126,11070578948,4,5,0,1,6,2,1,800,1,2,3,194127,11070579022,4,5,0,1,5,2,1,800,1,2,2,245503,13967148310,7,5,0,1,1,2,1,800,1,2,1,245502,13967148236,7,5,0,1,6,2,1,800,1,2,3,245503,13967148310,7,5,0,1,5,2,1,800,1,2,2,284921,15806753962,9,5,0,1,1,2,1,800,1,2,1,284920,15806753888,9,5,0,1,6,2,1,800,1,2,3,284921,15806753962,9,5,0,1,5,2,1,800,1,2,2,389295,20954352534,11,5,0,1
1,3,1,800,1,3,1,1,66,0,5,0,1,1,3,1,800,1,3,1,18388417,967581277146,559,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
