Step; State; Reward
  18.95   0.     0.     9.484  0.     0.   ]]; [6754.929]
266; [[ 9.55    0.2009 12.56    9.54    0.      0.      2.537  12.164   9.914
   1.698  11.24    0.      0.      9.55    0.      0.    ]]; [3571.4426]
267; [[11.9   0.   13.92 11.9   0.    0.    0.   11.9  12.52  0.   11.9   0.
   0.   11.9   0.    0.  ]]; [4303.3584]
268; [[11.9   0.   13.92 11.9   0.    0.    0.   11.9  12.52  0.   11.9   0.
   0.   11.9   0.    0.  ]]; [0.]
269; [[11.86   0.    17.19  11.87   0.     0.     0.    11.875 12.6    0.
  11.875  0.     0.    11.875  0.     0.   ]]; [4446.105]
270; [[ 9.52   0.    10.625  9.52   0.     0.     0.     8.85   9.336  0.
   8.85   0.     0.     8.836  0.     0.   ]]; [2574.915]
271; [[1.1914e+01 0.0000e+00 1.1156e+01 1.1914e+01 0.0000e+00 0.0000e+00
  0.0000e+00 1.1914e+01 1.2633e+01 3.2043e-04 1.1914e+01 0.0000e+00
  0.0000e+00 1.1914e+01 0.0000e+00 0.0000e+00]]; [4187.0093]
272; [[1.1914e+01 0.0000e+00 1.1156e+01 1.1914e+01 0.0000e+00 0.0000e+00
  0.0000e+00 1.1914e+01 1.2633e+01 3.2043e-04 1.1914e+01 0.0000e+00
  0.0000e+00 1.1914e+01 0.0000e+00 0.0000e+00]]; [0.]
273; [[1.1914e+01 0.0000e+00 1.1156e+01 1.1914e+01 0.0000e+00 0.0000e+00
  0.0000e+00 1.1914e+01 1.2633e+01 3.2043e-04 1.1914e+01 0.0000e+00
  0.0000e+00 1.1914e+01 0.0000e+00 0.0000e+00]]; [0.]
274; [[1.1914e+01 0.0000e+00 1.1156e+01 1.1914e+01 0.0000e+00 0.0000e+00
  0.0000e+00 1.1914e+01 1.2633e+01 3.2043e-04 1.1914e+01 0.0000e+00
  0.0000e+00 1.1914e+01 0.0000e+00 0.0000e+00]]; [0.]
275; [[9.523e+00 6.390e-05 6.922e+00 9.531e+00 0.000e+00 0.000e+00 6.390e-05
  9.031e+00 9.602e+00 0.000e+00 9.031e+00 0.000e+00 0.000e+00 9.016e+00
  0.000e+00 0.000e+00]]; [2491.0457]
276; [[1.1836e+01 1.4305e-04 1.3773e+01 1.1852e+01 1.4305e-04 1.4305e-04
  1.4305e-04 1.0367e+01 1.0836e+01 1.4305e-04 1.0367e+01 1.4305e-04
  1.4305e-04 1.0422e+01 1.4305e-04 1.4305e-04]]; [3729.491]
277; [[9.516 0.    9.305 9.53  0.    0.    0.    9.53  9.74  0.    9.53  0.
  0.    9.53  0.    0.   ]]; [2711.354]
278; [[9.516 0.    9.305 9.53  0.    0.    0.    9.53  9.74  0.    9.53  0.
  0.    9.53  0.    0.   ]]; [0.]
279; [[9.516 0.    9.305 9.53  0.    0.    0.    9.53  9.74  0.    9.53  0.
  0.    9.53  0.    0.   ]]; [0.]
280; [[1.191e+01 1.431e-04 1.174e+01 1.191e+01 1.431e-04 1.431e-04 1.431e-04
  1.191e+01 1.217e+01 1.431e-04 1.191e+01 1.431e-04 1.431e-04 1.191e+01
  1.431e-04 1.431e-04]]; [4187.8916]
281; [[ 9.53    0.589  11.04    9.53    0.      0.      0.642  10.164   9.734
   0.0331  9.52    0.      0.      9.52    0.      0.    ]]; [2896.657]
282; [[ 9.53    0.589  11.04    9.53    0.      0.      0.642  10.164   9.734
   0.0331  9.52    0.      0.      9.52    0.      0.    ]]; [0.]
283; [[9.5312e+00 1.1444e-04 9.7422e+00 9.5234e+00 1.1444e-04 1.1444e-04
  1.1444e-04 9.5312e+00 1.0117e+01 1.1444e-04 9.5312e+00 1.1444e-04
  1.1444e-04 9.5312e+00 1.1444e-04 1.1444e-04]]; [2744.9963]
284; [[9.5312e+00 1.1444e-04 9.7422e+00 9.5234e+00 1.1444e-04 1.1444e-04
  1.1444e-04 9.5312e+00 1.0117e+01 1.1444e-04 9.5312e+00 1.1444e-04
  1.1444e-04 9.5312e+00 1.1444e-04 1.1444e-04]]; [0.]
285; [[9.453e+00 2.310e-03 8.641e+00 9.477e+00 0.000e+00 0.000e+00 2.310e-03
  8.219e+00 8.508e+00 1.307e-04 8.273e+00 0.000e+00 0.000e+00 8.180e+00
  0.000e+00 0.000e+00]]; [2306.4607]
286; [[0.00267    0.002424   0.002424   0.002544   0.00011444 0.00011444
  0.002424   0.00486    0.002544   0.00011444 0.002544   0.00011444
  0.00011444 0.002424   0.00011444 0.00011444]]; [0.12049866]
287; [[4.5142e-01 1.1625e+01 2.3098e-03 4.5142e-01 0.0000e+00 0.0000e+00
  8.7188e+00 8.7109e+00 4.5142e-01 1.3065e-04 2.4300e-03 0.0000e+00
  0.0000e+00 2.3098e-03 0.0000e+00 0.0000e+00]]; [651.79553]
288; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.00769043]
289; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
290; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
291; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.00769043]
292; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
293; [[0.3225 7.223  0.     0.3223 0.     0.     6.27   6.27   0.3223 0.
  0.     0.     0.     0.     0.     0.    ]]; [346.22003]
294; [[0.3225 7.223  0.     0.3223 0.     0.     6.27   6.27   0.3223 0.
  0.     0.     0.     0.     0.     0.    ]]; [0.]
295; [[0.3225 7.223  0.     0.3223 0.     0.     6.27   6.27   0.3223 0.
  0.     0.     0.     0.     0.     0.    ]]; [0.]
296; [[0.211  9.81   0.     0.2113 0.     0.     9.36   9.36   0.2113 0.
  0.     0.     0.     0.     0.     0.    ]]; [670.5698]
297; [[0.211  9.81   0.     0.2113 0.     0.     9.36   9.36   0.2113 0.
  0.     0.     0.     0.     0.     0.    ]]; [0.]
298; [[0.211  9.81   0.     0.2113 0.     0.     9.36   9.36   0.2113 0.
  0.     0.     0.     0.     0.     0.    ]]; [0.]
299; [[ 0.254 14.945  0.     0.254  0.     0.    11.66  11.66   0.254  0.
   0.     0.     0.     0.     0.     0.   ]]; [1066.0625]
300; [[0.3179 9.234  0.     0.318  0.     0.     9.36   9.35   0.3179 0.
  0.     0.     0.     0.     0.     0.    ]]; [666.3852]
301; [[ 0.2976 11.75    0.      0.2976  0.      0.     11.64   11.555   0.2976
   0.      0.      0.      0.      0.      0.      0.    ]]; [982.18134]
302; [[ 0.2976 11.75    0.      0.2976  0.      0.     11.64   11.555   0.2976
   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
303; [[ 5.54   1.984  7.54   5.656  0.     0.     5.51  10.945  6.016  0.
   5.336  0.     0.     5.49   0.     0.   ]]; [1896.1825]
304; [[4.461e+00 1.431e-04 2.131e+00 4.316e+00 1.431e-04 1.431e-04 1.431e-04
  3.650e+00 3.867e+00 2.918e-04 3.650e+00 1.431e-04 1.431e-04 3.459e+00
  1.431e-04 1.431e-04]]; [487.23804]
305; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
306; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
307; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
308; [[0.00319  0.000143 0.00303  0.00303  0.000143 0.000143 0.000143 0.00319
  0.00303  0.000307 0.00303  0.000143 0.000143 0.00303  0.000143 0.000143]]; [0.10205078]
309; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
310; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.00769043]
311; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
312; [[5.0598e-02 1.4938e+01 1.1444e-04 5.0476e-02 1.1444e-04 1.1444e-04
  8.9688e+00 8.9688e+00 5.0476e-02 2.4033e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [710.1205]
313; [[ 0.4277 11.83    0.      0.4275  0.      0.     11.72   11.71    0.4277
   0.      0.      0.      0.      0.      0.      0.    ]]; [1013.5522]
314; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.00769043]
315; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
316; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
317; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
318; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
319; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.00769043]
320; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
321; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
322; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.]
323; [[0.1637 3.182  0.     0.1633 0.     0.     3.174  3.17   0.1633 0.
  0.     0.     0.     0.     0.     0.    ]]; [106.87788]
324; [[2.1545e-01 9.4766e+00 1.1444e-04 2.1521e-01 1.1444e-04 1.1444e-04
  9.3281e+00 9.3281e+00 2.1521e-01 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [660.7553]
325; [[ 8.984  2.926  9.51   8.99   0.     0.     3.115 12.01   9.17   0.
   8.9    0.     0.     8.945  0.     0.   ]]; [3194.0847]
326; [[9.469e+00 2.817e-01 1.072e+01 9.492e+00 0.000e+00 0.000e+00 2.817e-01
  9.758e+00 9.703e+00 2.310e-03 9.484e+00 0.000e+00 0.000e+00 9.508e+00
  0.000e+00 0.000e+00]]; [2793.1646]
327; [[ 9.51   8.6    7.62   9.52   0.     0.     7.906 17.44  10.39   0.
   9.52   0.     0.     9.53   0.     0.   ]]; [5040.7217]
328; [[ 9.51   8.6    7.62   9.52   0.     0.     7.906 17.44  10.39   0.
   9.52   0.     0.     9.53   0.     0.   ]]; [0.]
329; [[ 9.484 12.05  10.52   9.516  0.     0.     9.39  18.92  10.13   0.
   9.52   0.     0.     9.52   0.     0.   ]]; [5824.1953]
330; [[11.91   0.    17.88  11.91   0.     0.     4.523 16.44  12.6    0.
  11.9    0.     0.    11.91   0.     0.   ]]; [5839.565]
331; [[11.91   0.    17.88  11.91   0.     0.     4.523 16.44  12.6    0.
  11.9    0.     0.    11.91   0.     0.   ]]; [0.]
332; [[11.91   0.    17.88  11.91   0.     0.     4.523 16.44  12.6    0.
  11.9    0.     0.    11.91   0.     0.   ]]; [0.]
333; [[11.91   0.    17.88  11.91   0.     0.     4.523 16.44  12.6    0.
  11.9    0.     0.    11.91   0.     0.   ]]; [0.]
334; [[9.15  0.    9.914 9.1   0.    0.    0.    9.52  8.15  0.    7.555 0.
  0.    9.53  0.    0.   ]]; [2518.6006]
335; [[9.4844e+00 1.7834e-04 8.1875e+00 9.5156e+00 1.1444e-04 1.1444e-04
  1.7834e-04 9.3203e+00 9.7891e+00 1.1444e-04 9.2969e+00 1.1444e-04
  1.1444e-04 9.1250e+00 1.1444e-04 1.1444e-04]]; [2603.6643]
336; [[9.4844e+00 1.7834e-04 8.1875e+00 9.5156e+00 1.1444e-04 1.1444e-04
  1.7834e-04 9.3203e+00 9.7891e+00 1.1444e-04 9.2969e+00 1.1444e-04
  1.1444e-04 9.1250e+00 1.1444e-04 1.1444e-04]]; [0.]
337; [[9.4844e+00 1.7834e-04 8.1875e+00 9.5156e+00 1.1444e-04 1.1444e-04
  1.7834e-04 9.3203e+00 9.7891e+00 1.1444e-04 9.2969e+00 1.1444e-04
  1.1444e-04 9.1250e+00 1.1444e-04 1.1444e-04]]; [0.]
338; [[9.4844e+00 1.7834e-04 8.1875e+00 9.5156e+00 1.1444e-04 1.1444e-04
  1.7834e-04 9.3203e+00 9.7891e+00 1.1444e-04 9.2969e+00 1.1444e-04
  1.1444e-04 9.1250e+00 1.1444e-04 1.1444e-04]]; [0.]
339; [[11.57   0.    12.72  11.63   0.     0.     0.    11.57  11.76   0.
  11.51   0.     0.    11.664  0.     0.   ]]; [4023.7896]
340; [[11.57   0.    12.72  11.63   0.     0.     0.    11.57  11.76   0.
  11.51   0.     0.    11.664  0.     0.   ]]; [0.]
341; [[11.57   0.    12.72  11.63   0.     0.     0.    11.57  11.76   0.
  11.51   0.     0.    11.664  0.     0.   ]]; [0.]
342; [[11.57   0.    12.72  11.63   0.     0.     0.    11.57  11.76   0.
  11.51   0.     0.    11.664  0.     0.   ]]; [0.]
343; [[1.189e+01 1.431e-04 1.478e+01 1.189e+01 1.431e-04 1.431e-04 1.431e-04
  1.188e+01 1.212e+01 1.431e-04 1.186e+01 1.431e-04 1.431e-04 1.190e+01
  1.431e-04 1.431e-04]]; [4318.954]
344; [[9.523e+00 6.390e-05 1.007e+01 9.523e+00 0.000e+00 0.000e+00 6.390e-05
  9.531e+00 1.006e+01 0.000e+00 9.508e+00 0.000e+00 0.000e+00 9.531e+00
  0.000e+00 0.000e+00]]; [2753.682]
345; [[9.523e+00 6.390e-05 1.007e+01 9.523e+00 0.000e+00 0.000e+00 6.390e-05
  9.531e+00 1.006e+01 0.000e+00 9.508e+00 0.000e+00 0.000e+00 9.531e+00
  0.000e+00 0.000e+00]]; [0.]
346; [[1.1906e+01 1.4305e-04 9.0703e+00 1.1914e+01 1.4305e-04 1.4305e-04
  1.4305e-04 1.1914e+01 1.2555e+01 1.4305e-04 1.1914e+01 1.4305e-04
  1.4305e-04 1.1914e+01 1.4305e-04 1.4305e-04]]; [4081.3762]
347; [[1.1906e+01 1.4305e-04 9.0703e+00 1.1914e+01 1.4305e-04 1.4305e-04
  1.4305e-04 1.1914e+01 1.2555e+01 1.4305e-04 1.1914e+01 1.4305e-04
  1.4305e-04 1.1914e+01 1.4305e-04 1.4305e-04]]; [0.]
348; [[ 9.516 11.805 11.664  9.53   0.     0.     9.26  18.78   9.87   0.
   9.52   0.     0.     9.45   0.     0.   ]]; [5821.686]
349; [[ 9.516 11.805 11.664  9.53   0.     0.     9.26  18.78   9.87   0.
   9.52   0.     0.     9.45   0.     0.   ]]; [0.]
350; [[ 9.516 11.805 11.664  9.53   0.     0.     9.26  18.78   9.87   0.
   9.52   0.     0.     9.45   0.     0.   ]]; [0.]
351; [[9.4844e+00 9.3984e+00 9.3594e+00 9.5234e+00 1.1444e-04 1.1444e-04
  9.3281e+00 1.8812e+01 9.8906e+00 1.1444e-04 9.4844e+00 1.1444e-04
  1.1444e-04 9.5312e+00 1.1444e-04 1.1444e-04]]; [5564.097]
352; [[9.4844e+00 9.3984e+00 9.3594e+00 9.5234e+00 1.1444e-04 1.1444e-04
  9.3281e+00 1.8812e+01 9.8906e+00 1.1444e-04 9.4844e+00 1.1444e-04
  1.1444e-04 9.5312e+00 1.1444e-04 1.1444e-04]]; [0.]
353; [[9.4844e+00 9.3984e+00 9.3594e+00 9.5234e+00 1.1444e-04 1.1444e-04
  9.3281e+00 1.8812e+01 9.8906e+00 1.1444e-04 9.4844e+00 1.1444e-04
  1.1444e-04 9.5312e+00 1.1444e-04 1.1444e-04]]; [0.]
354; [[9.4844e+00 9.3984e+00 9.3594e+00 9.5234e+00 1.1444e-04 1.1444e-04
  9.3281e+00 1.8812e+01 9.8906e+00 1.1444e-04 9.4844e+00 1.1444e-04
  1.1444e-04 9.5312e+00 1.1444e-04 1.1444e-04]]; [0.]
355; [[ 9.44  10.195  9.664  9.51   0.     0.     9.32  18.81  10.016  0.
   9.5    0.     0.     9.51   0.     0.   ]]; [5618.961]
356; [[9.8594e+00 1.0695e+01 7.1055e+00 9.7188e+00 3.0136e-04 3.0136e-04
  1.1734e+01 1.9609e+01 8.8672e+00 3.0136e-04 7.8750e+00 1.4305e-04
  1.4305e-04 7.7969e+00 1.4305e-04 1.4305e-04]]; [5704.278]
357; [[9.8594e+00 1.0695e+01 7.1055e+00 9.7188e+00 3.0136e-04 3.0136e-04
  1.1734e+01 1.9609e+01 8.8672e+00 3.0136e-04 7.8750e+00 1.4305e-04
  1.4305e-04 7.7969e+00 1.4305e-04 1.4305e-04]]; [0.]
358; [[9.8594e+00 1.0695e+01 7.1055e+00 9.7188e+00 3.0136e-04 3.0136e-04
  1.1734e+01 1.9609e+01 8.8672e+00 3.0136e-04 7.8750e+00 1.4305e-04
  1.4305e-04 7.7969e+00 1.4305e-04 1.4305e-04]]; [0.]
359; [[9.8594e+00 1.0695e+01 7.1055e+00 9.7188e+00 3.0136e-04 3.0136e-04
  1.1734e+01 1.9609e+01 8.8672e+00 3.0136e-04 7.8750e+00 1.4305e-04
  1.4305e-04 7.7969e+00 1.4305e-04 1.4305e-04]]; [0.]
360; [[9.44   0.0508 9.305  9.52   0.     0.     0.2426 9.55   9.81   0.
  9.29   0.     0.     9.31   0.     0.    ]]; [2686.645]
361; [[1.1922e+01 8.4922e+00 9.9766e+00 1.1914e+01 1.4305e-04 1.4305e-04
  4.6797e+00 1.6156e+01 1.2000e+01 5.9204e-03 1.1477e+01 1.4305e-04
  1.4305e-04 1.1438e+01 1.4305e-04 1.4305e-04]]; [5701.1963]
362; [[1.1922e+01 8.4922e+00 9.9766e+00 1.1914e+01 1.4305e-04 1.4305e-04
  4.6797e+00 1.6156e+01 1.2000e+01 5.9204e-03 1.1477e+01 1.4305e-04
  1.4305e-04 1.1438e+01 1.4305e-04 1.4305e-04]]; [0.]
363; [[1.1922e+01 8.4922e+00 9.9766e+00 1.1914e+01 1.4305e-04 1.4305e-04
  4.6797e+00 1.6156e+01 1.2000e+01 5.9204e-03 1.1477e+01 1.4305e-04
  1.4305e-04 1.1438e+01 1.4305e-04 1.4305e-04]]; [0.]
364; [[ 1.144 12.35   0.     1.044  0.     0.     9.43   9.42   0.415  0.
   0.     0.     0.     0.     0.     0.   ]]; [822.2766]
365; [[ 1.144 12.35   0.     1.044  0.     0.     9.43   9.42   0.415  0.
   0.     0.     0.     0.     0.     0.   ]]; [0.]
366; [[1.5967e-01 9.8125e+00 1.1444e-04 1.5955e-01 1.1444e-04 1.1444e-04
  9.2734e+00 9.2734e+00 1.5955e-01 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [657.8592]
367; [[0.2131 9.97   0.     0.2131 0.     0.     9.47   9.45   0.2131 0.
  0.     0.     0.     0.     0.     0.    ]]; [684.109]
368; [[ 0.5513 11.67    0.      0.551   0.      0.     11.914  11.9     0.5513
   0.      0.      0.      0.      0.      0.      0.    ]]; [1045.6537]
369; [[ 0.5513 11.67    0.      0.551   0.      0.     11.914  11.9     0.5513
   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
370; [[ 0.5513 11.67    0.      0.551   0.      0.     11.914  11.9     0.5513
   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
371; [[ 0.5513 11.67    0.      0.551   0.      0.     11.914  11.9     0.5513
   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
372; [[ 0.5513 11.67    0.      0.551   0.      0.     11.914  11.9     0.5513
   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
373; [[ 0.5513 11.67    0.      0.551   0.      0.     11.914  11.9     0.5513
   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
374; [[ 0.5513 11.67    0.      0.551   0.      0.     11.914  11.9     0.5513
   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
375; [[ 0.5513 11.67    0.      0.551   0.      0.     11.914  11.9     0.5513
   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
376; [[ 9.68   4.83  13.64   9.7    0.     0.     9.38  19.05  10.555  0.
   9.63   0.     0.     9.66   0.     0.   ]]; [5726.722]
377; [[ 9.68   4.83  13.64   9.7    0.     0.     9.38  19.05  10.555  0.
   9.63   0.     0.     9.66   0.     0.   ]]; [0.]
378; [[ 9.68   4.83  13.64   9.7    0.     0.     9.38  19.05  10.555  0.
   9.63   0.     0.     9.66   0.     0.   ]]; [0.]
379; [[ 9.68   4.83  13.64   9.7    0.     0.     9.38  19.05  10.555  0.
   9.63   0.     0.     9.66   0.     0.   ]]; [0.]
380; [[ 9.68   4.83  13.64   9.7    0.     0.     9.38  19.05  10.555  0.
   9.63   0.     0.     9.66   0.     0.   ]]; [0.]
381; [[ 9.68   4.83  13.64   9.7    0.     0.     9.38  19.05  10.555  0.
   9.63   0.     0.     9.66   0.     0.   ]]; [0.]
382; [[ 9.68   4.83  13.64   9.7    0.     0.     9.38  19.05  10.555  0.
   9.63   0.     0.     9.66   0.     0.   ]]; [0.]
383; [[ 9.68   4.83  13.64   9.7    0.     0.     9.38  19.05  10.555  0.
   9.63   0.     0.     9.66   0.     0.   ]]; [0.]
384; [[ 9.68   4.83  13.64   9.7    0.     0.     9.38  19.05  10.555  0.
   9.63   0.     0.     9.66   0.     0.   ]]; [0.]
385; [[ 9.68   4.83  13.64   9.7    0.     0.     9.38  19.05  10.555  0.
   9.63   0.     0.     9.66   0.     0.   ]]; [0.]
386; [[11.78   7.195 12.305 11.9    0.     0.     7.19  19.03  12.555  0.
  11.836  0.     0.    11.914  0.     0.   ]]; [6730.061]
387; [[ 9.52 11.59  9.44  9.52  0.    0.    9.33 18.84  9.94  0.    9.52  0.
   0.    9.52  0.    0.  ]]; [5715.7344]
388; [[ 9.52 11.59  9.44  9.52  0.    0.    9.33 18.84  9.94  0.    9.52  0.
   0.    9.52  0.    0.  ]]; [0.]
389; [[ 9.52 11.59  9.44  9.52  0.    0.    9.33 18.84  9.94  0.    9.52  0.
   0.    9.52  0.    0.  ]]; [0.]
390; [[ 9.52 11.59  9.44  9.52  0.    0.    9.33 18.84  9.94  0.    9.52  0.
   0.    9.52  0.    0.  ]]; [0.]
391; [[ 9.52 11.59  9.44  9.52  0.    0.    9.33 18.84  9.94  0.    9.52  0.
   0.    9.52  0.    0.  ]]; [0.]
392; [[ 9.52 11.59  9.44  9.52  0.    0.    9.33 18.84  9.94  0.    9.52  0.
   0.    9.52  0.    0.  ]]; [0.]
393; [[ 9.484 12.984  9.48   9.516  0.     0.     9.31  18.83   9.93   0.
   9.516  0.     0.     9.51   0.     0.   ]]; [5778.3403]
394; [[ 9.484 12.984  9.48   9.516  0.     0.     9.31  18.83   9.93   0.
   9.516  0.     0.     9.51   0.     0.   ]]; [0.]
395; [[11.914  1.833 14.08  11.914  0.     0.     5.36  17.28  12.44   0.
  11.91   0.     0.    11.92   0.     0.   ]]; [5961.9497]
396; [[11.914  1.833 14.08  11.914  0.     0.     5.36  17.28  12.44   0.
  11.91   0.     0.    11.92   0.     0.   ]]; [0.]
397; [[11.914  1.833 14.08  11.914  0.     0.     5.36  17.28  12.44   0.
  11.91   0.     0.    11.92   0.     0.   ]]; [0.]
398; [[ 9.53  13.625  9.35   9.52   0.     0.     8.36  17.89  10.18   0.
   9.52   0.     0.     9.52   0.     0.   ]]; [5538.674]
399; [[10.48   6.33  10.13  10.484  0.     0.     9.69  19.81  11.15   0.
  10.125  0.     0.    10.13   0.     0.   ]]; [6167.5127]
400; [[9.48    0.06934 9.875   9.53    0.      0.      0.06934 9.49    9.734
  0.      9.42    0.      0.      9.42    0.      0.     ]]; [2711.2817]
401; [[9.48    0.06934 9.875   9.53    0.      0.      0.06934 9.49    9.734
  0.      9.42    0.      0.      9.42    0.      0.     ]]; [0.]
402; [[9.4766e+00 1.1436e+00 1.1219e+01 9.5234e+00 1.1444e-04 1.1444e-04
  1.1064e+00 1.0570e+01 9.7344e+00 1.1444e-04 9.4609e+00 1.1444e-04
  1.1444e-04 9.5312e+00 1.1444e-04 1.1444e-04]]; [3017.6948]
403; [[11.914  1.395 12.54  11.92   0.     0.     1.759 13.68  12.69   0.
  11.914  0.     0.    11.914  0.     0.   ]]; [4771.5635]
404; [[9.5312e+00 3.8379e-01 1.2180e+01 9.5312e+00 1.1444e-04 1.1444e-04
  3.8379e-01 9.1875e+00 9.2734e+00 1.1444e-04 8.8047e+00 1.1444e-04
  1.1444e-04 8.7422e+00 1.1444e-04 1.1444e-04]]; [2686.2903]
405; [[ 9.53   0.381  8.65   9.52   0.     0.     0.381  9.91  10.14   0.
   9.52   0.     0.     9.52   0.     0.   ]]; [2771.7346]
406; [[ 9.53   0.381  8.65   9.52   0.     0.     0.381  9.91  10.14   0.
   9.52   0.     0.     9.52   0.     0.   ]]; [0.]
407; [[ 9.53   0.381  8.65   9.52   0.     0.     0.381  9.91  10.14   0.
   9.52   0.     0.     9.52   0.     0.   ]]; [0.]
408; [[9.5078e+00 2.5020e+00 5.8281e+00 9.4141e+00 1.1444e-04 1.1444e-04
  2.5020e+00 1.0633e+01 8.6172e+00 1.1444e-04 8.1328e+00 1.1444e-04
  1.1444e-04 8.1016e+00 1.1444e-04 1.1444e-04]]; [2768.9233]
409; [[9.5078e+00 2.5020e+00 5.8281e+00 9.4141e+00 1.1444e-04 1.1444e-04
  2.5020e+00 1.0633e+01 8.6172e+00 1.1444e-04 8.1328e+00 1.1444e-04
  1.1444e-04 8.1016e+00 1.1444e-04 1.1444e-04]]; [0.]
410; [[ 9.48   1.375  9.6    9.52   0.     0.     1.375 10.875  9.805  0.
   9.5    0.     0.     9.52   0.     0.   ]]; [3035.8203]
411; [[4.1914e+00 1.4797e+01 2.1934e+00 4.1328e+00 1.1444e-04 1.1444e-04
  9.4453e+00 1.2328e+01 3.4062e+00 1.1444e-04 2.8789e+00 1.1444e-04
  1.1444e-04 2.8301e+00 1.1444e-04 1.1444e-04]]; [1972.9954]
412; [[0.447 9.945 0.    0.447 0.    0.    9.45  9.45  0.447 0.    0.    0.
  0.    0.    0.    0.   ]]; [700.292]
413; [[5.435e-01 1.126e+01 1.431e-04 5.430e-01 1.431e-04 1.431e-04 1.180e+01
  1.180e+01 5.435e-01 1.431e-04 1.431e-04 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [1020.4668]
