Connecting to host 10.0.0.2, port 5201
[  4] local 10.0.0.1 port 46110 connected to 10.0.0.2 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  1.19 MBytes  9.97 Mbits/sec    0   79.2 KBytes       
[  4]  34.00-35.00  sec   191 KBytes  1.56 Mbits/sec    0    652 KBytes       
[  4]  35.00-36.00  sec  63.6 KBytes   521 Kbits/sec   22    553 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec   24    458 KBytes       
[  4]  37.00-38.00  sec  63.6 KBytes   521 Kbits/sec    2    458 KBytes       
[  4]  38.00-39.00  sec  63.6 KBytes   521 Kbits/sec   32   1.41 KBytes       
[  4]  39.00-40.00  sec   191 KBytes  1.56 Mbits/sec    0   1.41 KBytes       
[  4]  40.00-41.00  sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4]  41.00-42.00  sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4]  42.00-43.00  sec  0.00 Bytes  0.00 bits/sec    0   1.41 KBytes       
[  4]  43.00-44.00  sec  63.6 KBytes   521 Kbits/sec    0   67.9 KBytes       
[  4]  44.00-45.00  sec  0.00 Bytes  0.00 bits/sec   10   67.9 KBytes       
[  4]  45.00-46.00  sec  0.00 Bytes  0.00 bits/sec    2   67.9 KBytes       
[  4]  46.00-47.00  sec  0.00 Bytes  0.00 bits/sec    1   1.41 KBytes       
[  4]  47.00-48.00  sec  63.6 KBytes   521 Kbits/sec   34   48.1 KBytes       
[  4]  48.00-49.00  sec  1.93 MBytes  16.2 Mbits/sec   50    634 KBytes       
[  4]  49.00-50.00  sec  1.12 MBytes  9.39 Mbits/sec    0    691 KBytes       
[  4]  50.00-51.00  sec  1.25 MBytes  10.5 Mbits/sec    0    745 KBytes       
[  4]  51.00-52.00  sec  1.05 MBytes  8.80 Mbits/sec    0    782 KBytes       
[  4]  52.00-53.00  sec   954 KBytes  7.81 Mbits/sec    0    822 KBytes       
[  4]  53.00-54.00  sec   827 KBytes  6.78 Mbits/sec    0    854 KBytes       
[  4]  54.00-55.00  sec   509 KBytes  4.18 Mbits/sec    0    874 KBytes       
[  4]  55.00-56.00  sec   827 KBytes  6.77 Mbits/sec    0    906 KBytes       
[  4]  56.00-57.00  sec   954 KBytes  7.82 Mbits/sec    0    943 KBytes       
[  4]  57.00-58.05  sec   318 KBytes  2.48 Mbits/sec    0    956 KBytes       
[  4]  58.05-59.00  sec  1.06 MBytes  9.34 Mbits/sec    0    998 KBytes       
[  4]  59.00-60.00  sec   700 KBytes  5.74 Mbits/sec    0   1.00 MBytes       
[  4]  60.00-61.00  sec   573 KBytes  4.69 Mbits/sec    0   1.03 MBytes       
[  4]  61.00-62.00  sec  0.00 Bytes  0.00 bits/sec   30    737 KBytes       
[  4]  62.00-63.00  sec   827 KBytes  6.78 Mbits/sec   20    737 KBytes       
[  4]  63.00-64.00  sec  1.25 MBytes  10.5 Mbits/sec    0    790 KBytes       
[  4]  64.00-65.00  sec  1011 KBytes  8.28 Mbits/sec    0    854 KBytes       
[  4]  65.00-66.00  sec  1.12 MBytes  9.39 Mbits/sec    0    933 KBytes       
[  4]  66.00-67.00  sec   891 KBytes  7.30 Mbits/sec    0    974 KBytes       
[  4]  67.00-68.00  sec   891 KBytes  7.29 Mbits/sec    0   1005 KBytes       
[  4]  68.00-69.00  sec   636 KBytes  5.22 Mbits/sec    0   1.00 MBytes       
[  4]  69.00-70.00  sec   382 KBytes  3.13 Mbits/sec    0   1.01 MBytes       
[  4]  70.00-71.00  sec   764 KBytes  6.26 Mbits/sec    5    990 KBytes       
[  4]  71.00-72.00  sec  0.00 Bytes  0.00 bits/sec    6    812 KBytes       
[  4]  72.00-73.00  sec  63.6 KBytes   521 Kbits/sec    1    730 KBytes       
[  4]  73.00-74.00  sec  0.00 Bytes  0.00 bits/sec    0    730 KBytes       
[  4]  74.00-75.00  sec   382 KBytes  3.13 Mbits/sec    1   1.41 KBytes       
[  4]  75.00-76.00  sec  2.49 MBytes  20.8 Mbits/sec    0    829 KBytes       
[  4]  76.00-77.00  sec   509 KBytes  4.17 Mbits/sec    0    857 KBytes       
[  4]  77.00-78.00  sec   509 KBytes  4.17 Mbits/sec    0    882 KBytes       
[  4]  78.00-79.00  sec   573 KBytes  4.69 Mbits/sec    0    913 KBytes       
[  4]  79.00-80.00  sec   764 KBytes  6.26 Mbits/sec    0    953 KBytes       
[  4]  80.00-81.00  sec   445 KBytes  3.65 Mbits/sec    0    974 KBytes       
[  4]  81.00-82.00  sec   700 KBytes  5.74 Mbits/sec    0   1007 KBytes       
[  4]  82.00-83.00  sec   700 KBytes  5.73 Mbits/sec    0   1.02 MBytes       
[  4]  83.00-84.00  sec   255 KBytes  2.09 Mbits/sec    2   1001 KBytes       
[  4]  84.00-85.00  sec  0.00 Bytes  0.00 bits/sec   19    740 KBytes       
[  4]  85.00-86.00  sec   891 KBytes  7.30 Mbits/sec   16    740 KBytes       
[  4]  86.00-86.00  sec  0.00 Bytes  0.00 bits/sec    0    740 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-86.00  sec  50.3 MBytes  4.90 Mbits/sec  318             sender
[  4]   0.00-86.00  sec  46.2 MBytes  4.50 Mbits/sec                  receiver

iperf Done.
